_time;vcc;vpanel;tmp;hum;s0;s1;s2;s3;s4;s5;s6;s7;s8;s9;value;sensor_name
2024-06-03 16:32:00+00:00;3,631;3,479;26,31;53,545;476200;102400000;102400000;102400000;6013500;5838900;5740700;491700;532700;564900;air;Tree08
2024-06-03 16:34:00+00:00;3,629;3,478;26,22;53,961;476900;102400000;102400000;102400000;5838900;5807800;5698700;491000;532300;561200;air;Tree08
2024-06-03 16:35:00+00:00;3,631;3,481;26,07;54,899;474200;102400000;102400000;102400000;5845100;5771000;5722600;489900;529400;563100;air;Tree08
2024-06-03 16:36:00+00:00;3,631;3,479;25,98;55,401;471900;102400000;102400000;102400000;5870200;5752800;5692800;486800;528200;562600;air;Tree08
2024-06-03 16:38:00+00:00;3,631;3,479;25,89;55,553;477200;102400000;102400000;102400000;5882900;5758800;5704700;491300;529000;565900;air;Tree08
2024-06-03 16:39:00+00:00;3,631;3,479;25,81;55,837;477900;102400000;102400000;102400000;5863900;5789300;5704700;489200;529400;565400;air;Tree08
2024-06-03 16:40:00+00:00;3,63;3,477;25,73;56,122;476600;102400000;102400000;102400000;5851400;5675000;5610900;491700;534000;564000;air;Tree08
2024-06-03 16:41:00+00:00;3,632;3,48;25,67;56,032;476900;102400000;102400000;102400000;5789300;5801600;5704700;490300;532700;567700;air;Tree08
2024-06-03 16:43:00+00:00;3,632;3,479;25,63;55,28;477600;102400000;102400000;102400000;5914800;5783200;5686900;492400;539000;569600;air;Tree08
2024-06-03 16:44:00+00:00;3,631;3,479;25,61;55,214;477900;102400000;102400000;102400000;5947000;5851400;5758800;495600;538600;573500;air;Tree08
2024-06-03 16:45:00+00:00;3,632;3,478;25,6;54,736;484700;102400000;102400000;102400000;6131700;5870200;5832600;500000;542900;575900;air;Tree08
2024-06-03 16:47:00+00:00;3,632;3,48;25,59;55,081;478600;102400000;102400000;102400000;6026800;5882900;5832600;499200;539000;574400;air;Tree08
2024-06-03 16:48:00+00:00;3,631;3,479;25,63;54,402;485000;102400000;102400000;102400000;6060200;6100900;5807800;502500;544200;573500;air;Tree08
2024-06-03 16:49:00+00:00;3,631;3,481;25,71;54,301;482600;102400000;102400000;102400000;6090700;6043500;5838900;505500;542000;577800;air;Tree08
2024-06-03 16:50:00+00:00;3,63;3,478;25,75;55,072;488800;102400000;102400000;102400000;6033500;5921200;5832600;501400;541200;573900;air;Tree08
2024-06-03 16:52:00+00:00;3,632;3,482;25,72;55,551;483300;102400000;102400000;102400000;6053500;5902000;5777100;498500;539000;571500;air;Tree08
2024-06-03 16:53:00+00:00;3,63;3,48;25,68;56,312;479200;102400000;102400000;102400000;5895600;5870200;5764900;494900;538200;567700;air;Tree08
2024-06-03 16:54:00+00:00;3,631;3,48;25,57;55,667;481300;102400000;102400000;102400000;5908400;5795500;5722600;497000;538600;572000;air;Tree08
2024-06-03 16:55:00+00:00;3,632;3,483;25,5;55,866;484300;102400000;102400000;102400000;5927600;5857700;5771000;498900;539000;571100;air;Tree08
2024-06-03 16:57:00+00:00;3,631;3,48;25,42;56,338;484000;102400000;102400000;102400000;5927600;5795500;5783200;496000;536900;573000;air;Tree08
2024-06-03 16:58:00+00:00;3,631;3,48;25,38;56,746;477900;102400000;102400000;102400000;5940500;5807800;5716600;497000;537800;574400;air;Tree08
2024-06-03 16:59:00+00:00;3,629;3,477;25,32;57,185;477600;102400000;102400000;102400000;5895600;5771000;5716600;498100;538600;569600;air;Tree08
2024-06-03 17:20:00+00:00;3,632;3,251;31,36;42,936;237300;40857800;37816500;35139900;2223000;2168300;2116200;250100;278100;306800;fire;Tree08
2024-06-03 17:21:00+00:00;3,632;3,246;31,68;42,656;263300;47679800;44251100;41049700;2544000;2472600;2424300;279000;316200;348500;fire;Tree08
2024-06-03 17:22:00+00:00;3,63;3,213;31,8;42,283;99300;9899600;8393400;7054400;564900;517000;476900;85700;84600;70500;fire;Tree08
2024-06-03 17:24:00+00:00;3,631;3,207;32,57;42,484;42900;2411500;1989700;1485100;174900;171900;159700;40300;38800;52400;fire;Tree08
2024-06-03 17:25:00+00:00;3,635;3,239;33,65;40,321;59100;3968000;3393500;2627300;236600;202000;174600;49000;52200;55400;fire;Tree08
2024-06-03 17:26:00+00:00;3,63;3,221;34,92;38,934;38600;1956900;1581700;1137400;132000;123400;111100;37300;40300;39700;fire;Tree08
2024-06-03 17:27:00+00:00;3,63;3,228;36,21;37,178;30200;1247600;936200;618700;84400;75800;69900;39900;50900;45300;fire;Tree08
2024-06-03 17:29:00+00:00;3,63;3,173;36,92;34,956;24200;805800;576400;390200;62700;57900;53000;28800;38000;55500;fire;Tree08
2024-06-03 17:30:00+00:00;3,631;3,212;36,87;33,375;69300;4831600;3965100;3246200;329600;314200;305700;88700;121100;145700;fire;Tree08
2024-06-03 17:31:00+00:00;3,632;3,196;36,56;33,531;120300;12235900;9935700;8149200;671600;633000;611500;135400;170600;206200;fire;Tree08
2024-06-03 17:32:00+00:00;3,631;3,237;36,28;33,736;127700;13684600;10962800;8694000;691400;640200;597600;122100;143800;161200;fire;Tree08
2024-06-03 17:34:00+00:00;3,63;3,21;36,5;34,692;104900;10063800;8070900;6658800;565900;536100;494900;106900;125200;137800;fire;Tree08
2024-06-03 17:35:00+00:00;3,629;3,167;37,28;33,598;48100;2681500;1944400;1272000;139800;119600;105600;36600;45700;53500;fire;Tree08
2024-06-03 17:36:00+00:00;3,628;3,199;38,15;31,952;64400;4417300;3601600;2740700;279900;255600;233400;63100;75400;86700;fire;Tree08
2024-06-03 17:37:00+00:00;3,625;3,167;39,23;29,866;90000;8017600;6566700;5421500;506300;487500;474200;114600;153200;183000;fire;Tree08
2024-06-03 17:39:00+00:00;3,626;3,148;39,26;29,693;131100;14757000;11765800;9749400;789900;740900;721300;146300;182600;217300;fire;Tree08
2024-06-03 17:40:00+00:00;3,626;3,139;38,68;30,137;155300;19429500;16177700;13415700;1024000;972200;928500;169200;205000;226900;fire;Tree08
2024-06-03 17:41:00+00:00;3,629;3,185;37,63;31,459;168900;22103200;18445200;15644700;1175600;1119700;1084100;186600;232900;266800;fire;Tree08
2024-06-03 17:43:00+00:00;3,632;3,184;36,37;33,284;127600;14127100;11256600;9222600;743300;698400;665100;137800;157300;170400;fire;Tree08
2024-06-03 17:44:00+00:00;3,633;3,186;35,18;35,06;142600;16890700;14492700;12360600;957200;917300;890400;168400;212000;243200;fire;Tree08
2024-06-03 17:45:00+00:00;3,639;3,19;34,01;37,024;172500;22283500;19190600;16177700;1170600;1079000;1009600;165400;194600;214900;fire;Tree08
2024-06-03 17:46:00+00:00;3,637;3,196;32,96;39,325;149500;17698000;15272800;12566800;938800;856900;789000;128200;140600;149000;fire;Tree08
2024-06-03 17:48:00+00:00;3,637;3,189;32,2;40,806;130100;14209800;12346600;10320600;818800;772900;739300;145400;178400;201200;fire;Tree08
2024-06-03 17:49:00+00:00;3,64;3,184;31,5;42,12;149600;17555800;15566700;13165100;982000;911800;854200;153700;181600;208500;fire;Tree08
2024-06-03 17:50:00+00:00;3,64;2,772;30,86;43,825;123200;12780000;10919000;8892200;701300;654900;614200;122400;143200;160000;fire;Tree08
2024-06-03 17:51:00+00:00;3,643;2,778;30,34;44,527;137800;15041500;13624900;11187400;809100;712300;643800;109800;112400;107000;fire;Tree08
2024-06-03 17:53:00+00:00;3,643;2,787;30,01;45,958;79400;6046800;5259700;4032400;352800;312400;281700;67700;68900;75300;fire;Tree08
2024-06-03 17:54:00+00:00;3,641;3,103;29,7;47,141;61500;3875100;3339500;2594800;260600;234000;213000;62800;78900;83000;fire;Tree08
2024-06-03 17:55:00+00:00;3,641;3,069;29,36;47,162;57000;3323300;2819900;2198000;228400;203700;178800;51900;57300;58000;fire;Tree08
2024-06-03 17:56:00+00:00;3,641;3,029;28,96;48,224;57200;3331400;2846400;2223000;222100;192900;167900;47600;51800;55300;fire;Tree08
2024-06-03 17:58:00+00:00;3,641;2,99;28,63;49,132;63700;3919600;3385100;2655400;276900;255600;236900;72100;91400;102700;fire;Tree08
2024-06-03 17:59:00+00:00;3,639;3,009;28,29;49,766;67500;4282200;3644900;2828700;280600;246000;220400;64400;83800;109700;fire;Tree08
2024-06-03 18:00:00+00:00;3,64;3;28,03;50,848;89300;6868100;5895600;4714800;423900;383200;340500;81300;98100;116400;fire;Tree08
2024-06-03 18:02:00+00:00;3,639;3,017;27,78;50,496;100200;8161300;7212800;5680900;488200;432200;389300;87400;96400;101600;fire;Tree08
2024-06-03 18:03:00+00:00;3,641;3,043;27,51;51,243;106900;9253800;8253900;6942300;601200;561200;519400;110500;132900;146200;fire;Tree08
2024-06-03 18:04:00+00:00;3,639;3,03;27,29;51,681;118600;10768300;9620600;7733700;630100;567700;518200;103900;114900;131600;fire;Tree08
2024-06-03 18:05:00+00:00;3,639;2,996;27,07;52,334;112000;9981100;8885000;7109500;580300;523700;485700;117100;144900;161200;fire;Tree08
2024-06-03 18:07:00+00:00;3,638;2,957;26,83;52,595;132900;13333800;11894000;9714700;761700;689300;631300;123700;146500;168400;fire;Tree08
2024-06-03 18:08:00+00:00;3,637;2,889;26,59;53,233;147300;15712200;14219100;11985300;922900;857900;807700;152400;182600;209300;fire;Tree08
2024-06-03 18:09:00+00:00;3,635;2,863;26,35;53,802;157900;17901100;15918300;13342000;1012600;950500;899200;168400;208500;237900;fire;Tree08
2024-06-03 18:10:00+00:00;3,633;3,488;26,13;53,975;170700;20183500;18199300;15326400;1116900;1039500;977700;174000;211400;243000;fire;Tree08
2024-06-03 18:12:00+00:00;3,632;2,728;25,94;54,298;198000;24961300;22215500;18908200;1322500;1249900;1171600;197600;229800;254800;fire;Tree08
2024-06-03 18:13:00+00:00;3,63;2,686;25,75;54,551;206900;26782100;24637500;20998300;1481900;1387000;1344700;224900;269900;306800;fire;Tree08
2024-06-03 18:14:00+00:00;3,63;2,689;25,56;55,136;228400;31606400;28966100;25177100;1666700;1591900;1523500;243700;288200;320700;fire;Tree08
2024-06-03 18:16:00+00:00;3,628;2,728;25,39;55,678;227500;32355400;29023900;25075900;1663600;1553800;1464400;226100;259800;282200;fire;Tree08
2024-06-03 18:17:00+00:00;3,625;2,722;25,28;56,166;170200;20818200;18618100;15445600;1118800;1027000;972900;179700;227900;259100;fire;Tree08
2024-06-03 18:18:00+00:00;3,624;2,641;25,22;56,722;170000;20544200;18460800;15467500;1043500;913600;812500;136200;165000;198600;fire;Tree08
2024-06-03 18:19:00+00:00;3,623;2,567;25,11;56,542;187000;24362800;21947700;19190600;1363500;1311100;1268500;216600;268900;311300;fire;Tree08
2024-06-03 18:21:00+00:00;3,617;2,432;24,98;57,238;193500;24961300;21816200;18214500;1286400;1195200;1122400;192800;220300;241100;fire;Tree08
2024-06-03 18:22:00+00:00;3,617;2,382;24,83;57,617;203300;26538100;24471900;20818200;1458100;1384200;1344700;225200;276000;311000;fire;Tree08
2024-06-03 18:23:00+00:00;3,614;2,469;24,7;57,68;246500;36489900;33241600;29043200;1902400;1817600;1745500;259700;305200;341200;fire;Tree08
2024-06-03 18:25:00+00:00;3,613;2,498;24,57;57,958;264300;40781500;37204600;32524000;2096700;2008800;1941600;278700;328000;362900;fire;Tree08
2024-06-03 18:26:00+00:00;3,612;2,375;24,43;58,17;278300;44161700;40743500;35861000;2263600;2175200;2080700;292600;339100;384900;fire;Tree08
2024-06-03 18:27:00+00:00;3,609;2,225;24,31;58,574;284800;45925700;42199600;36890500;2311500;2185600;2080700;284300;325200;355000;fire;Tree08
2024-06-03 18:28:00+00:00;3,609;1,939;24,19;58,893;276300;44206400;40743500;35482400;2232100;2126100;2031200;280800;322800;351000;fire;Tree08
2024-06-03 18:30:00+00:00;3,606;1,553;24,11;59,582;247200;36952900;33599500;28680900;1862200;1741100;1661600;246200;278700;306300;fire;Tree08
2024-06-03 18:32:00+00:00;3,602;1,095;23,93;59,758;238800;35338900;32000000;27822500;1812700;1721300;1629900;244400;281500;314200;fire;Tree08
2024-06-03 18:34:00+00:00;3,6;0,961;23,83;59,765;254400;39278300;35772900;31560700;2029700;1929300;1858400;267600;312700;345300;fire;Tree08
2024-06-03 18:35:00+00:00;3,597;0,856;23,74;59,755;276700;44386000;40743500;36217700;2278700;2192700;2119500;295900;348100;393600;fire;Tree08
2024-06-03 18:36:00+00:00;3,597;0,765;23,64;59,923;297500;51060300;45685600;40896000;2513600;2409400;2345200;312400;364500;409900;fire;Tree08
2024-06-03 18:37:00+00:00;3,595;0,698;23,55;60,142;306300;53828300;49582700;43073200;2660600;2539300;2448200;325500;381300;421500;fire;Tree08
2024-06-03 18:39:00+00:00;3,591;0,613;23,45;60,278;313900;56037600;51210000;44933800;2737900;2640000;2539300;330300;387800;431700;fire;Tree08
2024-06-03 18:40:00+00:00;3,589;0,552;23,36;60,434;321300;58047800;53630100;46761300;2825800;2697300;2627300;336100;397200;432500;fire;Tree08
2024-06-03 18:41:00+00:00;3,586;0,444;23,28;60,325;322200;58671400;53729000;46561900;2814100;2684100;2592400;331200;381700;414600;fire;Tree08
2024-06-03 18:43:00+00:00;3,584;0,316;23,19;60,483;315900;57249100;52064300;45637800;2754500;2632300;2570400;334500;394300;434100;fire;Tree08
2024-06-03 18:44:00+00:00;3,582;0,061;23,12;60,334;331200;61608400;55965800;49865700;2951000;2825800;2735200;346700;407700;448100;fire;Tree08
2024-06-03 18:45:00+00:00;3,583;0,047;23,08;60,954;293600;51725300;45447900;39278300;2435100;2309500;2212200;282400;293900;303300;fire;Tree08
2024-06-03 18:46:00+00:00;3,578;0,038;23,05;62,564;233400;35511200;31906500;27929200;1810300;1705200;1615400;234000;239300;243000;fire;Tree08
2024-06-03 18:48:00+00:00;3,578;0,034;22,99;63,001;213500;30847700;27787100;24187400;1589100;1464400;1375800;210500;244100;278500;fire;Tree08
2024-06-03 18:49:00+00:00;3,574;0,035;22,9;63,046;242700;36828300;33343100;28832300;1852100;1751100;1666700;250000;286900;318000;fire;Tree08
2024-06-03 18:50:00+00:00;3,571;0,034;22,81;63,324;267000;43030800;39313700;34859500;2185600;2106400;2038800;286200;330300;358400;fire;Tree08
2024-06-03 18:51:00+00:00;3,57;0,033;22,76;64,036;256000;40144500;36551000;31133400;1905100;1733300;1620200;217000;225600;234300;fire;Tree08
2024-06-03 18:53:00+00:00;3,568;0,034;22,76;64,17;206400;28870400;26298500;22559700;1555600;1500900;1430600;238100;291400;333200;fire;Tree08
2024-06-03 18:54:00+00:00;3,565;0,032;22,71;63,827;272100;43763600;40144500;35569000;2233900;2136100;2063400;289900;340100;382100;fire;Tree08
2024-06-03 18:57:00+00:00;3,562;0,033;22,61;63,859;307900;54704500;49979700;43895500;2658000;2551200;2470400;321300;378300;420000;fire;Tree08
2024-06-03 18:58:00+00:00;3,56;0,033;22,55;64,015;310200;55363000;51300100;44658200;2673600;2570400;2474900;317700;361400;402100;fire;Tree08
2024-06-03 18:59:00+00:00;3,557;0,034;22,49;64,197;273600;44296000;40479300;35111700;2137700;1992700;1864700;246500;264500;279200;fire;Tree08
2024-06-03 19:00:00+00:00;3,556;0,034;22,43;64,175;235500;35338900;32403400;28549700;1832200;1751100;1676900;249000;289100;318900;fire;Tree08
2024-06-03 19:02:00+00:00;3,553;0,032;22,39;64,167;255600;40329800;36952900;32355400;2020700;1899800;1820000;257100;291400;316800;fire;Tree08
2024-06-03 19:03:00+00:00;3,552;0,033;22,37;64,074;257700;40667700;37268100;32891300;2049500;1934800;1847100;265300;304600;334500;fire;Tree08
2024-06-03 19:04:00+00:00;3,55;0,033;22,33;63,995;275800;44658200;41399800;36952900;2259800;2159700;2068100;285700;326500;359500;fire;Tree08
2024-06-03 19:06:00+00:00;3,549;0,033;22,28;63,967;291600;50094400;45685600;40516800;2481600;2380000;2297800;310200;361400;405700;fire;Tree08
2024-06-03 19:07:00+00:00;3,546;0,034;22,24;63,85;315900;56839500;52033300;45590200;2748900;2647700;2565600;330600;387800;429500;fire;Tree08
2024-06-03 19:08:00+00:00;3,546;0,033;22,18;63,856;328000;60374000;55858500;49922600;2922500;2808300;2740700;341900;400000;440300;fire;Tree08
2024-06-03 19:09:00+00:00;3,542;0,033;22,1;65,393;331600;61608400;56728800;51120100;2986500;2867300;2779700;348100;406000;446300;fire;Tree08
2024-06-03 19:11:00+00:00;3,54;0,033;22;65,693;337500;64424600;58789800;52851600;3143500;2976700;2876400;352100;411600;451300;fire;Tree08
2024-06-03 19:12:00+00:00;3,537;0,033;21,91;66,209;345700;65782600;60751700;54398000;3221300;3111200;2957400;358400;418200;460500;fire;Tree08
2024-06-03 19:13:00+00:00;3,538;0,033;21,83;66,246;349600;68248800;62489600;55894200;3301200;3174500;3074400;366800;427600;464900;fire;Tree08
2024-06-03 19:15:00+00:00;3,534;0,034;21,8;66,003;352800;69608000;63953100;57399600;3399800;3261700;3170800;378900;434700;472900;fire;Tree08
2024-06-03 19:16:00+00:00;3,533;0,033;21,8;65,311;359900;71080200;66081100;59470000;3457900;3335500;3246200;381900;435800;478200;fire;Tree08
2024-06-03 19:17:00+00:00;3,529;0,033;21,76;65,146;361400;73224500;67458500;60583300;3536300;3387200;3303200;386400;438000;482300;fire;Tree08
2024-06-03 19:18:00+00:00;3,529;0,033;21,69;65,189;366100;73905800;67825000;60921200;3524900;3438400;3305200;387500;440000;481600;fire;Tree08
2024-06-03 19:20:00+00:00;3,526;0,034;21,62;65,247;366800;75242200;69003400;62668800;3625500;3484400;3370400;394700;446300;493100;fire;Tree08
2024-06-03 19:21:00+00:00;3,523;0,033;21,57;65,291;368400;75242200;68732000;61914000;3564000;3416800;3295200;381300;424100;462000;fire;Tree08
2024-06-03 19:22:00+00:00;3,522;0,033;21,51;65,449;346700;68036300;62849100;55858500;3261700;3109500;2935100;348500;393300;424400;fire;Tree08
2024-06-03 19:24:00+00:00;3,517;0,034;21,43;65,637;331900;64235200;58632000;52660500;3107700;2922500;2805400;337800;383400;415900;fire;Tree08
2024-06-03 19:25:00+00:00;3,519;0,034;21,38;65,955;311900;58319000;52692200;46119600;2762900;2655400;2539300;324600;362200;393800;fire;Tree08
2024-06-03 19:26:00+00:00;3,516;0,033;21,35;65,927;314700;58241200;54161900;47784100;2858300;2735200;2629800;332200;390400;429500;fire;Tree08
2024-06-03 19:29:00+00:00;3,512;0,034;21,33;65,959;350600;68409100;63859600;57550800;3370400;3246200;3163500;367600;428100;475200;fire;Tree08
2024-06-03 19:30:00+00:00;3,51;0,033;21,29;66,006;364100;73040900;68570200;61435200;3571000;3471100;3341600;390900;443100;484700;fire;Tree08
2024-06-03 19:31:00+00:00;3,508;0,034;21,25;66,037;378700;75242200;70964800;64000000;3676800;3550100;3455800;394700;453400;496300;fire;Tree08
2024-06-03 19:33:00+00:00;3,505;0,032;21,21;66,37;381900;76293300;71370500;64282400;3714300;3582700;3449200;398900;455000;497800;fire;Tree08
2024-06-03 19:34:00+00:00;3,502;0,033;21,15;66,087;384700;77580300;71958200;65193700;3750000;3606400;3488900;397200;452800;494900;fire;Tree08
2024-06-03 19:35:00+00:00;3,502;0,033;21,11;66,919;383800;77580300;71899000;64999700;3755200;3596900;3473300;396300;447800;492000;fire;Tree08
2024-06-03 19:38:00+00:00;3,495;0,033;21,09;68,057;382800;76493700;70223400;63859600;3691700;3554700;3427600;391300;442900;483700;fire;Tree08
2024-06-03 19:39:00+00:00;3,495;0,032;21,07;68,416;379600;77101100;70620600;63906300;3709300;3540900;3440500;397000;449600;491000;fire;Tree08
2024-06-03 19:40:00+00:00;3,492;0,032;21,06;68,494;384500;77580300;72435400;64951400;3762900;3613500;3527200;399100;461100;498100;fire;Tree08
2024-06-03 19:42:00+00:00;3,491;0,032;21,06;68,165;391500;79776000;74727400;67199100;3853200;3709300;3630400;405500;462000;505500;fire;Tree08
2024-06-03 19:43:00+00:00;3,488;0,033;21,06;67,938;395200;81033600;75048300;68036300;3925200;3762900;3681700;410100;466500;508500;fire;Tree08
2024-06-03 19:44:00+00:00;3,486;0,033;21,07;67,669;397700;81868800;74599800;69112500;3973800;3828900;3719400;413100;471600;510000;fire;Tree08
2024-06-03 19:45:00+00:00;3,484;0,034;21,07;67,785;400300;82643100;75895700;70223400;3965100;3847800;3739700;414900;471300;514700;fire;Tree08
2024-06-03 19:47:00+00:00;3,482;0,032;21,05;67,959;400300;82721300;77442800;69942300;3991200;3853200;3732100;418200;469000;506600;fire;Tree08
2024-06-03 19:48:00+00:00;3,48;0,032;21,01;67,849;395200;81184200;75502300;68355600;3919600;3775900;3644900;407700;460800;504400;fire;Tree08
2024-06-03 19:49:00+00:00;3,477;0,033;20,98;67,598;400000;82956900;75764100;69998300;3962200;3864100;3739700;416400;469000;515400;fire;Tree08
2024-06-03 19:51:00+00:00;3,477;0,033;20,97;68,01;404800;84317700;77995800;71254100;4044400;3947900;3823500;417900;473900;517800;fire;Tree08
2024-06-03 19:52:00+00:00;3,473;0,032;21;68,513;406500;84726500;77856800;71138100;4099000;3950800;3804900;422600;478600;522100;fire;Tree08
2024-06-03 19:53:00+00:00;3,472;0,032;21,02;68,69;407900;84562500;78415700;71487300;4086800;3968000;3866800;422000;475900;518200;fire;Tree08
2024-06-03 19:54:00+00:00;3,469;0,033;21,05;68,026;409400;85139300;79776000;72858200;4123800;4023500;3905600;424400;480900;522900;fire;Tree08
2024-06-03 19:56:00+00:00;3,467;0,032;21,08;67,799;411100;86659100;81033600;73409100;4199900;4026500;3933700;427600;481900;528200;fire;Tree08
2024-06-03 19:57:00+00:00;3,465;0,033;21,09;66,356;415400;88592000;82409300;75307000;4242300;4092900;3976600;429800;491300;534400;fire;Tree08
2024-06-03 19:58:00+00:00;3,463;0,033;21,1;67,015;417400;88592000;82409300;75567500;4255500;4155200;4002900;431900;489200;532700;fire;Tree08
2024-06-03 20:00:00+00:00;3,46;0,033;21,09;66,323;420700;90052900;83352600;76426800;4336600;4155200;4050400;435000;489900;533600;fire;Tree08
2024-06-03 20:04:00+00:00;3,456;0,032;21,07;67,189;422000;90519300;83752000;77033200;4333200;4190200;4099000;436300;494900;539000;fire;Tree08
2024-06-03 20:05:00+00:00;3,454;0,032;21,06;67,356;422800;90895900;83832400;77033200;4357400;4216100;4117600;436900;492700;538200;fire;Tree08
2024-06-03 20:06:00+00:00;3,451;0,033;21,04;66,676;425200;92044900;86316700;77926200;4438900;4235700;4161500;438900;497000;542000;fire;Tree08
2024-06-03 20:07:00+00:00;3,449;0,033;20,98;66,293;427100;94127100;86231500;79703200;4446100;4340100;4216100;444900;498500;542500;fire;Tree08
2024-06-03 20:09:00+00:00;3,449;0,033;20,91;66,284;433000;94432200;87352200;80436900;4489900;4374800;4232400;446600;502500;545900;fire;Tree08
2024-06-03 20:10:00+00:00;3,446;0,032;20,86;66,588;432500;95152000;88145200;80734200;4527200;4378400;4239000;448400;504400;549500;fire;Tree08
2024-06-03 20:11:00+00:00;3,443;0,033;20,79;66,262;436100;95882900;88412800;80808800;4527200;4420900;4305900;452500;508500;552100;fire;Tree08
2024-06-03 20:13:00+00:00;3,441;0,032;20,77;66,21;438000;96839300;89043400;81108900;4623000;4478900;4353900;454100;511600;554800;fire;Tree08
2024-06-03 20:14:00+00:00;3,44;0,033;20,78;66,637;436900;97705500;89683200;81639300;4588000;4486300;4360900;454700;511200;555700;fire;Tree08
2024-06-03 20:15:00+00:00;3,438;0,033;20,8;66,306;439400;97924500;90613200;82721300;4638700;4497300;4381900;456200;511600;555300;fire;Tree08
2024-06-03 20:16:00+00:00;3,436;0,032;20,81;66,933;439700;97270500;90238800;81563100;4619100;4501000;4364400;454700;509300;551700;fire;Tree08
2024-06-03 20:18:00+00:00;3,434;0,032;20,81;68,754;428700;93823900;85808100;77995800;4410200;4289000;4133100;435800;483300;520500;fire;Tree08
2024-06-03 20:19:00+00:00;3,433;0,032;20,78;69,123;396100;82643100;76027800;68624000;3968000;3837000;3709300;408900;457100;493400;fire;Tree08
2024-06-03 20:20:00+00:00;3,431;0,032;20,75;69,125;404500;86146500;79125800;72255700;4155200;4008800;3919600;427600;484000;529400;fire;Tree08
2024-06-03 20:22:00+00:00;3,429;0,033;20,76;70,396;421500;90332100;83035700;75112800;4364400;4206400;4080600;437200;492400;533600;fire;Tree08
2024-06-03 20:23:00+00:00;3,424;0,033;20,75;71,104;422300;90707200;83352600;76094000;4381900;4203100;4086800;439700;496000;536900;fire;Tree08
2024-06-03 20:24:00+00:00;3,425;0,031;20,74;70,579;424700;92239200;85305500;77374200;4413700;4272200;4174200;444300;499200;544200;fire;Tree08
2024-06-03 20:25:00+00:00;3,423;0,031;20,7;70,673;427100;93723200;85892500;77856800;4442500;4265500;4167800;446000;501400;545100;fire;Tree08
2024-06-03 20:27:00+00:00;3,419;0,031;20,62;70,171;429800;94228600;86573300;79269400;4471600;4353900;4193400;449600;502500;546800;fire;Tree08
2024-06-03 20:28:00+00:00;3,419;0,033;20,61;70,483;428400;94534400;87091000;78840300;4460600;4326300;4232400;447800;503300;547300;fire;Tree08
2024-06-03 20:29:00+00:00;3,417;0,032;20,59;70,713;427600;93924700;85977000;77718300;4420900;4265500;4152000;436100;482300;517000;fire;Tree08
2024-06-03 20:31:00+00:00;3,416;0,032;20,56;70,535;418200;90801500;82254100;75372000;4285600;4161500;4071500;436600;492400;534000;fire;Tree08
2024-06-03 20:32:00+00:00;3,414;0,032;20,56;70,687;426500;93024800;85639900;78275300;4431700;4302500;4190200;446600;503600;547700;fire;Tree08
2024-06-03 20:33:00+00:00;3,413;0,032;20,56;70,589;433000;94842200;86745200;79413500;4486300;4378400;4235700;448700;502500;542900;fire;Tree08
2024-06-03 20:34:00+00:00;3,407;0,032;20,55;70,594;431700;94739400;87264900;79776000;4482600;4367900;4252200;447500;504000;546800;fire;Tree08
2024-06-03 20:36:00+00:00;3,406;0,032;20,52;70,652;434700;96199600;88502300;80585300;4568800;4413700;4292300;452800;507800;551200;fire;Tree08
2024-06-03 20:37:00+00:00;3,405;0,032;20,53;70,783;434100;95988200;88592000;81259700;4603500;4446100;4305900;453800;509300;552100;fire;Tree08
2024-06-03 20:38:00+00:00;3,401;0,032;20,51;70,929;434100;96518400;88502300;80511000;4538500;4378400;4282200;450500;507000;550300;fire;Tree08
2024-06-03 20:40:00+00:00;3,4;0,032;20,5;71,152;429500;94127100;86487600;78415700;4446100;4278900;4183800;436900;484000;521300;fire;Tree08
2024-06-03 20:41:00+00:00;3,399;0,032;20,46;71,152;422800;90895900;83671800;75895700;4357400;4196700;4083700;439400;495200;539500;fire;Tree08
2024-06-03 20:42:00+00:00;3,397;0,032;20,38;70,853;429500;94025800;86231500;78769200;4424500;4295700;4180600;441400;497400;537300;fire;Tree08
2024-06-03 20:43:00+00:00;3,395;0,033;20,32;71,154;430800;94534400;87614900;79341400;4515900;4347000;4252200;446900;501400;543800;fire;Tree08
2024-06-03 20:45:00+00:00;3,393;0,033;20,26;71,153;433000;95359700;86917700;80511000;4519700;4374800;4268800;450200;504800;545500;fire;Tree08
2024-06-03 20:46:00+00:00;3,391;0,032;20,21;71,163;435000;95882900;88592000;80958600;4534700;4406600;4295700;447200;500700;544200;fire;Tree08
2024-06-03 20:47:00+00:00;3,388;0,032;20,17;71,397;424100;93024800;84644400;77511500;4353900;4225900;4050400;435800;486100;524500;fire;Tree08
2024-06-03 20:49:00+00:00;3,387;0,033;20,13;71,556;419700;90707200;82878200;75372000;4272200;4120700;4014700;429200;476200;515400;fire;Tree08
2024-06-03 20:50:00+00:00;3,384;0,031;20,11;71,746;402600;84891100;77649200;70279800;3962200;3802200;3654600;396800;434700;458000;fire;Tree08
2024-06-03 20:51:00+00:00;3,383;0,031;20,11;71,962;377300;76360000;70677800;63442400;3686700;3557000;3427600;387500;428900;462400;fire;Tree08
