_time;vcc;vpanel;tmp;hum;s0;s1;s2;s3;s4;s5;s6;s7;s8;s9;value;sensor_name
2024-06-03 17:40:00+00:00;3,47;2,667;36,71;34,489;87400;6995700;5801600;4814500;434700;413400;396100;96600;121100;142500;fire;Tree26
2024-06-03 17:42:00+00:00;3,472;2,664;35,84;35,537;104200;8856200;7777800;6671000;555300;531900;507400;113200;141500;165800;fire;Tree26
2024-06-03 17:43:00+00:00;3,47;2,655;34,77;37,51;102400;8578000;7413500;6265300;522100;494200;473600;109100;134800;153400;fire;Tree26
2024-06-03 17:45:00+00:00;3,468;2,659;32,85;40,707;69700;4646600;4047400;3293200;302700;276300;257300;68500;79600;90500;fire;Tree26
2024-06-03 17:47:00+00:00;3,466;2,653;32;42,581;65200;4044400;3582700;2849300;277200;261000;250000;71400;91600;113100;fire;Tree26
2024-06-03 17:48:00+00:00;3,468;2,656;31,29;44,051;83400;6104300;5373500;4442500;390600;352800;331600;83200;107900;132800;fire;Tree26
2024-06-03 17:49:00+00:00;3,465;2,691;30,67;45,079;93800;7198500;6461800;5310800;446300;418700;392400;89900;108800;121200;fire;Tree26
2024-06-03 17:50:00+00:00;3,466;2,651;30,07;46,551;74300;5083400;4519700;3578000;311000;280800;257100;68100;80400;89200;fire;Tree26
2024-06-03 17:52:00+00:00;3,464;2,62;29,53;47,367;59600;3453600;2976700;2273000;205200;166600;139100;36400;40000;42300;fire;Tree26
2024-06-03 17:53:00+00:00;3,462;2,559;29,17;48,894;33800;1377200;1180700;836900;91900;77500;66800;25100;27600;29300;fire;Tree26
2024-06-03 17:54:00+00:00;3,462;2,532;28,87;49,862;27900;992700;841000;592900;70700;61200;55300;26100;31000;37100;fire;Tree26
2024-06-03 17:55:00+00:00;3,46;2,5;28,58;50,319;29700;1081500;913600;642000;76300;65400;58600;27600;31600;38800;fire;Tree26
2024-06-03 17:57:00+00:00;3,46;2,458;28,21;51,072;37000;1602100;1327700;905700;99000;83200;73600;28800;33500;37900;fire;Tree26
2024-06-03 17:58:00+00:00;3,46;2,455;27,91;51,905;34500;1402700;1208900;919800;109300;100200;90800;37400;50500;60200;fire;Tree26
2024-06-03 17:59:00+00:00;3,46;2,453;27,62;52,598;39600;1754500;1510000;1128900;124600;112000;103300;40200;50300;58400;fire;Tree26
2024-06-03 18:00:00+00:00;3,458;2,453;27,39;53,49;38500;1680000;1432100;1122400;125700;113200;104400;41400;53900;61500;fire;Tree26
2024-06-03 18:02:00+00:00;3,459;2,5;27,15;53,051;56400;2983200;2658000;2090300;208700;186200;171400;55500;66200;77000;fire;Tree26
2024-06-03 18:03:00+00:00;3,458;2,513;26,9;53,798;64100;3727000;3372500;2735200;267000;248700;232300;68900;83200;99000;fire;Tree26
2024-06-03 18:04:00+00:00;3,458;2,507;26,65;54,196;73200;4595700;4102100;3273500;298200;270300;246000;62900;71500;76300;fire;Tree26
2024-06-03 18:05:00+00:00;3,458;2,475;26,43;54,929;60200;3380900;2967000;2359400;231300;206300;183600;57900;69000;71200;fire;Tree26
2024-06-03 18:07:00+00:00;3,457;2,441;26,22;55,054;64100;3716800;3383000;2724300;271600;252700;239100;69000;86100;101900;fire;Tree26
2024-06-03 18:08:00+00:00;3,457;2,397;25,99;55,919;79800;5285100;4785000;3953600;360300;339800;321600;86000;110100;126000;fire;Tree26
2024-06-03 18:09:00+00:00;3,454;2,364;25,79;56,34;87600;6211900;5542600;4519700;402900;366400;341200;87300;106700;118800;fire;Tree26
2024-06-03 18:10:00+00:00;3,453;2,327;25,61;56,324;94600;6911600;6352800;5274900;464200;439200;416400;98300;113000;118200;fire;Tree26
2024-06-03 18:12:00+00:00;3,45;2,295;25,44;56,645;79300;5342000;4751700;3837000;340100;311300;288400;81100;107700;130800;fire;Tree26
2024-06-03 18:13:00+00:00;3,448;2,276;25,28;56,641;105900;8204300;7567600;6458000;542900;511600;488200;113400;143800;169000;fire;Tree26
2024-06-03 18:14:00+00:00;3,449;2,272;25,1;57,182;121700;10138600;9389100;7924500;634200;595000;566300;125300;153500;175700;fire;Tree26
2024-06-03 18:15:00+00:00;3,449;2,291;24,96;57,69;126400;10768300;9784400;8253900;653000;609800;571100;122700;148600;169500;fire;Tree26
2024-06-03 18:17:00+00:00;3,447;2,291;24,83;58,273;124000;10479000;9578400;8179700;649300;607700;565900;113300;125900;122300;fire;Tree26
2024-06-03 18:18:00+00:00;3,446;2,259;24,75;58,899;90000;6539200;5863900;4810300;424100;390400;362900;96000;119600;138000;fire;Tree26
2024-06-03 18:19:00+00:00;3,442;2,23;24,65;58,625;112800;9031900;8386900;7241500;595000;563100;535700;122000;154100;181100;fire;Tree26
2024-06-03 18:20:00+00:00;3,44;2,195;24,51;59,197;119500;9908600;8979900;7663200;618700;577300;537800;113400;135100;148200;fire;Tree26
2024-06-03 18:22:00+00:00;3,438;2,168;24,38;59,543;110100;8827500;8023500;6881100;564400;532700;507000;118900;150900;177900;fire;Tree26
2024-06-03 18:23:00+00:00;3,437;2,195;24,26;59,67;135700;12297900;11164500;9714700;757100;711600;683100;142800;175300;206800;fire;Tree26
2024-06-03 18:24:00+00:00;3,435;2,206;24,14;59,888;146900;13920100;12795000;10908100;835900;792700;765600;151900;185400;218400;fire;Tree26
2024-06-03 18:26:00+00:00;3,436;2,183;24,02;60;155500;15358800;14099800;12346600;916100;863400;834300;161700;201000;230700;fire;Tree26
2024-06-03 18:27:00+00:00;3,433;2,138;23,89;60,442;161700;16458000;15083000;13101900;966700;920400;878900;166100;206700;233800;fire;Tree26
2024-06-03 18:28:00+00:00;3,433;1,958;23,78;60,748;161200;16507800;15020800;13047100;963900;909400;873900;166600;205500;233500;fire;Tree26
2024-06-03 18:29:00+00:00;3,429;1,483;23,69;61,281;148600;14540900;13062700;10778900;798700;713800;666400;130400;147400;161700;fire;Tree26
2024-06-03 18:32:00+00:00;3,422;0,934;23,52;61,608;138200;12954300;11628100;10026900;753700;704200;667100;137800;166700;198500;fire;Tree26
2024-06-03 18:33:00+00:00;3,422;0,856;23,41;61,646;148600;14599200;13399300;11505600;854700;806700;770700;152800;186600;217700;fire;Tree26
2024-06-03 18:34:00+00:00;3,421;0,623;23,34;61,643;160800;16482800;15219600;13382800;971500;917300;881200;168900;210300;242100;fire;Tree26
2024-06-03 18:36:00+00:00;3,418;0,554;23,24;61,658;173200;18634000;17102200;15062200;1068000;1018600;977700;179500;222700;253900;fire;Tree26
2024-06-03 18:37:00+00:00;3,417;0,618;23,14;61,965;182200;19944000;18275500;16118000;1136500;1080700;1041100;187200;230500;262900;fire;Tree26
2024-06-03 18:38:00+00:00;3,415;0,453;23,04;62,126;186800;20798400;19343500;17048900;1191000;1130800;1089300;197700;236800;267200;fire;Tree26
2024-06-03 18:40:00+00:00;3,412;0,424;22,96;62,257;195700;21838000;20164900;17842600;1231800;1176600;1134600;203300;243900;273200;fire;Tree26
2024-06-03 18:41:00+00:00;3,411;0,291;22,88;62,245;202000;22629800;20858000;18570600;1270800;1217500;1168600;207200;248500;278300;fire;Tree26
2024-06-03 18:42:00+00:00;3,409;0,235;22,81;62,246;204100;23380600;21368100;18908200;1290000;1225200;1183800;209200;248500;279200;fire;Tree26
2024-06-03 18:43:00+00:00;3,408;0,119;22,75;62,156;206900;24417200;21772700;19343500;1320000;1257900;1212100;213600;256700;288600;fire;Tree26
2024-06-03 18:45:00+00:00;3,404;0,06;22,72;61,457;204400;24080800;21452000;18492000;1247600;1154700;1075600;177700;198100;206400;fire;Tree26
2024-06-03 18:46:00+00:00;3,401;0,045;22,72;64,024;166100;17541700;16225700;14228300;1011100;942600;880100;161400;183400;202700;fire;Tree26
2024-06-03 18:48:00+00:00;3,398;0,028;22,65;64,49;151200;15093500;13902400;11894000;880100;832300;800600;159700;200300;230400;fire;Tree26
2024-06-03 18:50:00+00:00;3,397;0,025;22,56;64,623;169200;17989500;16684300;14687500;1033200;972900;921000;168000;204300;230700;fire;Tree26
2024-06-03 18:52:00+00:00;3,391;0,024;22,48;65,592;130200;11727900;10715500;8987300;671000;628900;602300;134100;165800;192100;fire;Tree26
2024-06-03 18:53:00+00:00;3,391;0,026;22,46;65,376;140700;13424000;12263400;10621700;795000;747400;715300;145400;177500;206000;fire;Tree26
2024-06-03 18:55:00+00:00;3,389;0,026;22,4;64,93;157100;16153800;14948900;13325700;963300;922900;888600;167700;208900;242000;fire;Tree26
2024-06-03 18:56:00+00:00;3,386;0,025;22,34;65,114;174800;18649900;17332900;15326400;1092800;1041100;999200;180500;221400;253700;fire;Tree26
2024-06-03 18:57:00+00:00;3,385;0,025;22,27;65,376;181300;19944000;18460800;16507800;1150800;1099800;1063800;185800;228700;260200;fire;Tree26
2024-06-03 18:59:00+00:00;3,382;0,024;22,2;65,42;181800;19871400;18539100;16237800;1140300;1075600;1035600;178800;215900;236400;fire;Tree26
2024-06-03 19:00:00+00:00;3,38;0,023;22,14;65,527;158100;16153800;14618700;12545100;897400;828300;776900;150100;175700;201500;fire;Tree26
2024-06-03 19:01:00+00:00;3,378;0,025;22,08;65,478;152400;15240900;14237600;12374600;895100;845200;809600;160600;200100;231200;fire;Tree26
2024-06-03 19:02:00+00:00;3,378;0,023;22,04;65,564;166200;17374300;16201700;14136300;1005800;943900;904500;167900;202500;226900;fire;Tree26
2024-06-03 19:04:00+00:00;3,373;0,024;22,01;65,481;165100;17250800;16118000;14145400;1008800;955800;902700;167700;207200;233400;fire;Tree26
2024-06-03 19:05:00+00:00;3,371;0,024;21,95;65,453;167100;17770000;16408600;14473400;1025500;981300;936200;171400;211500;239400;fire;Tree26
2024-06-03 19:06:00+00:00;3,369;0,023;21,92;65,35;179500;19621500;18476400;16334900;1147900;1087600;1054000;186800;231300;263700;fire;Tree26
2024-06-03 19:07:00+00:00;3,367;0,024;21,85;65,246;196600;21600500;19998700;17857200;1243000;1183800;1147000;201800;241800;273600;fire;Tree26
2024-06-03 19:09:00+00:00;3,364;0,023;21,79;66,503;203300;22653300;21018600;18843000;1298600;1237400;1191000;206200;241300;262400;fire;Tree26
2024-06-03 19:10:00+00:00;3,363;0,023;21,72;67,101;197900;21947700;20467200;18336800;1263800;1215400;1178700;206300;246500;278300;fire;Tree26
2024-06-03 19:11:00+00:00;3,363;0,023;21,61;67,589;212300;24707200;21969800;19817300;1350000;1294900;1253300;215700;252700;282200;fire;Tree26
2024-06-03 19:13:00+00:00;3,36;0,025;21,51;67,712;211500;25191600;22795100;20352700;1385600;1322500;1286400;219700;260600;292600;fire;Tree26
2024-06-03 19:14:00+00:00;3,355;0,024;21,44;67,605;218300;26441700;24417200;21473100;1455000;1380000;1336800;224000;266800;298800;fire;Tree26
2024-06-03 19:15:00+00:00;3,355;0,025;21,4;67,256;221300;27472600;25206100;22215500;1506700;1429100;1378600;230200;271900;303500;fire;Tree26
2024-06-03 19:16:00+00:00;3,354;0,023;21,37;66,683;226400;28272600;25786300;22890600;1558300;1467500;1414300;234000;276300;307100;fire;Tree26
2024-06-03 19:18:00+00:00;3,351;0,024;21,33;66,741;228800;28568400;26235300;22938700;1557400;1470700;1408500;231500;270600;301400;fire;Tree26
2024-06-03 19:19:00+00:00;3,35;0,024;21,28;66,632;228500;28531100;26409800;23108600;1557400;1465900;1421700;237600;279000;310400;fire;Tree26
2024-06-03 19:20:00+00:00;3,347;0,024;21,23;66,777;233800;29816100;27524500;24819500;1622100;1559100;1510000;242800;284100;317700;fire;Tree26
2024-06-03 19:21:00+00:00;3,344;0,023;21,18;66,757;235800;29897800;27524500;24554500;1591900;1520900;1433600;230100;261000;285700;fire;Tree26
2024-06-03 19:23:00+00:00;3,343;0,023;21,12;66,88;217500;26897500;24651400;21579100;1438200;1371700;1321200;224300;264100;293400;fire;Tree26
2024-06-03 19:24:00+00:00;3,339;0,024;21,07;67,015;213000;26109900;23330700;20448000;1380000;1294900;1237400;213200;244900;267400;fire;Tree26
2024-06-03 19:25:00+00:00;3,339;0,023;21,03;67,277;205200;24637500;22125500;19621500;1335500;1270800;1227400;213500;252900;283100;fire;Tree26
2024-06-03 19:27:00+00:00;3,338;0,025;20,99;67,176;212800;26109900;23305800;20938000;1402700;1326400;1279200;211800;253900;281300;fire;Tree26
2024-06-03 19:28:00+00:00;3,334;0,022;20,96;67,33;212300;26156800;23405700;20739200;1395500;1327700;1280400;221400;262200;294400;fire;Tree26
2024-06-03 19:29:00+00:00;3,333;0,023;20,95;67,357;224000;27947100;25801500;22771300;1523500;1442700;1392700;228400;272700;306500;fire;Tree26
2024-06-03 19:30:00+00:00;3,329;0,022;20,93;67,381;230500;29198400;27030700;24499400;1584500;1519200;1450400;240100;278100;309300;fire;Tree26
2024-06-03 19:33:00+00:00;3,326;0,022;20,88;67,762;234300;30083000;27716600;24819500;1625000;1557400;1510800;240800;286500;314400;fire;Tree26
2024-06-03 19:34:00+00:00;3,326;0,024;20,83;67,669;238100;30524400;28346000;25411300;1649600;1579000;1534600;242300;283800;315600;fire;Tree26
2024-06-03 19:36:00+00:00;3,323;0,023;20,81;68,623;235000;29979800;27787100;24805400;1605000;1526900;1438200;231800;272700;296400;fire;Tree26
2024-06-03 19:37:00+00:00;3,322;0,024;20,82;68,554;230100;29120600;27131400;24268000;1588200;1504200;1438200;234500;271200;308500;fire;Tree26
2024-06-03 19:38:00+00:00;3,321;0,023;20,82;69,31;233000;29674400;27352200;24777300;1600300;1541500;1453500;238600;281700;309900;fire;Tree26
2024-06-03 19:39:00+00:00;3,318;0,023;20,8;69,545;236400;30207800;28054700;25090300;1648600;1566300;1510000;240100;282000;320700;fire;Tree26
2024-06-03 19:41:00+00:00;3,315;0,024;20,79;69,441;240300;30978900;28662100;25832000;1681000;1613500;1560000;247100;293100;327400;fire;Tree26
2024-06-03 19:42:00+00:00;3,314;0,024;20,76;69,221;244900;31813500;29634100;26651400;1709500;1645600;1583600;250000;292600;328400;fire;Tree26
2024-06-03 19:43:00+00:00;3,313;0,023;20,72;69,21;247800;32355400;29938700;27131400;1748900;1681000;1613500;251600;295900;331200;fire;Tree26
2024-06-03 19:44:00+00:00;3,309;0,024;20,68;69,097;248900;32718900;30609900;27541900;1763600;1694600;1630800;256300;299000;331200;fire;Tree26
2024-06-03 19:46:00+00:00;3,306;0,023;20,66;69,559;250500;33394100;30717600;27858000;1780800;1708400;1653600;256700;300100;330600;fire;Tree26
2024-06-03 19:47:00+00:00;3,305;0,023;20,64;69,489;252400;33677200;31022900;27911400;1782000;1719200;1663600;257900;300900;332200;fire;Tree26
2024-06-03 19:48:00+00:00;3,306;0,024;20,61;69,302;254200;33677200;31022900;28000800;1812700;1733300;1665700;259800;298800;333200;fire;Tree26
2024-06-03 19:50:00+00:00;3,301;0,023;20,58;69,151;255800;34097800;31606400;28382800;1829700;1745500;1690400;260400;303500;336100;fire;Tree26
2024-06-03 19:51:00+00:00;3,3;0,024;20,55;69,689;257700;34638400;32000000;29101200;1849600;1769300;1711600;261800;305700;339800;fire;Tree26
2024-06-03 19:52:00+00:00;3,299;0,023;20,57;70,264;258500;34971100;32188600;29023900;1855900;1776200;1717000;263100;306000;338800;fire;Tree26
2024-06-03 19:53:00+00:00;3,297;0,024;20,59;70,309;258900;34999100;32475700;29375100;1868600;1792500;1741100;264500;306800;339500;fire;Tree26
2024-06-03 19:55:00+00:00;3,295;0,023;20,6;69,677;261800;35453600;32645500;29574000;1890600;1811500;1746600;265900;310200;341900;fire;Tree26
2024-06-03 19:56:00+00:00;3,293;0,024;20,62;69,17;261400;36038400;33191100;29938700;1907700;1838400;1777300;268000;312100;346700;fire;Tree26
2024-06-03 19:57:00+00:00;3,292;0,023;20,61;68,096;266300;36642900;34151100;30739200;1948600;1868600;1809100;272700;315000;350300;fire;Tree26
2024-06-03 19:58:00+00:00;3,291;0,023;20,61;68,647;265700;36828300;34151100;31000900;1952800;1876300;1818800;272900;316500;353900;fire;Tree26
2024-06-03 20:00:00+00:00;3,287;0,022;20,59;68,317;268400;37588700;34665900;31515200;1981100;1898400;1832200;274700;318000;352400;fire;Tree26
2024-06-03 20:04:00+00:00;3,282;0,024;20,6;68,969;270100;37882000;34887400;31629300;1997000;1909100;1862200;276000;320100;352400;fire;Tree26
2024-06-03 20:05:00+00:00;3,28;0,023;20,61;69,17;270600;38180000;35310300;31859900;2004400;1938900;1855900;276700;322200;355000;fire;Tree26
2024-06-03 20:06:00+00:00;3,279;0,023;20,59;68,225;272900;38516600;35367500;32379400;2028200;1954100;1882700;279400;324000;357200;fire;Tree26
2024-06-03 20:07:00+00:00;3,276;0,024;20,54;68,154;274000;38893700;35890400;32572500;2044900;1959800;1893200;279000;324600;357200;fire;Tree26
2024-06-03 20:09:00+00:00;3,272;0,024;20,49;67,925;276500;39384600;36008700;32841800;2068100;1985400;1925200;282700;327700;360300;fire;Tree26
2024-06-03 20:10:00+00:00;3,273;0,023;20,48;68,847;275600;39742800;36308000;32866500;2072800;1984000;1922500;281700;326800;364100;fire;Tree26
2024-06-03 20:11:00+00:00;3,27;0,024;20,45;67,829;278500;39742800;37078300;33729200;2101500;2022200;1952800;285000;330300;364500;fire;Tree26
2024-06-03 20:13:00+00:00;3,268;0,023;20,42;67,588;280300;40743500;37363700;34097800;2136100;2046400;1978200;287700;331600;376200;fire;Tree26
2024-06-03 20:14:00+00:00;3,266;0,023;20,43;68,196;281300;40972800;37556400;33991700;2137700;2051000;1986900;287200;334500;376800;fire;Tree26
2024-06-03 20:15:00+00:00;3,263;0,023;20,42;67,706;280800;40781500;37816500;34366000;2147800;2060300;1991200;287200;334500;377700;fire;Tree26
2024-06-03 20:16:00+00:00;3,261;0,022;20,4;68,846;281700;40781500;37459800;34124400;2144500;2046400;1985400;286900;331200;365300;fire;Tree26
2024-06-03 20:18:00+00:00;3,26;0,024;20,39;70,233;274000;38859100;35685200;32164900;2035700;1940300;1878800;276700;317400;349200;fire;Tree26
2024-06-03 20:19:00+00:00;3,259;0,023;20,36;70,598;256900;34999100;31906500;28493900;1833400;1755600;1690400;261800;305400;337800;fire;Tree26
2024-06-03 20:20:00+00:00;3,256;0,022;20,32;70,697;264700;36859300;33991700;31045000;1975400;1902400;1840800;275600;318600;352400;fire;Tree26
2024-06-03 20:21:00+00:00;3,254;0,023;20,33;72,006;270300;38652900;35396100;32023400;2028200;1948600;1880100;277400;323100;355000;fire;Tree26
2024-06-03 20:23:00+00:00;3,256;0,023;20,34;72,695;273200;38687100;35224900;32000000;2032700;1948600;1891900;281000;322200;356900;fire;Tree26
2024-06-03 20:24:00+00:00;3,251;0,023;20,33;72,283;272700;38721400;35540100;32524000;2048000;1973900;1907700;282700;325200;358400;fire;Tree26
2024-06-03 20:25:00+00:00;3,25;0,023;20,31;72,178;271400;38687100;35714400;32283700;2041800;1955500;1885300;277800;321000;354300;fire;Tree26
2024-06-03 20:27:00+00:00;3,246;0,023;20,28;71,585;272900;38755700;35540100;32379400;2060300;1979700;1917100;281300;324600;358700;fire;Tree26
2024-06-03 20:28:00+00:00;3,244;0,023;20,26;71,937;276000;39172700;36098000;32694400;2071300;1997000;1927900;281700;325900;359900;fire;Tree26
2024-06-03 20:29:00+00:00;3,243;0,024;20,23;72,151;274700;38790100;35598000;32236100;2038800;1941600;1890600;278700;321900;355000;fire;Tree26
2024-06-03 20:30:00+00:00;3,242;0,023;20,21;71,868;274700;38721400;35743600;32694400;2065000;1975400;1914400;281700;325200;359500;fire;Tree26
2024-06-03 20:32:00+00:00;3,24;0,023;20,21;71,948;276700;39491400;36187700;32841800;2091900;2001400;1938900;282900;325500;361800;fire;Tree26
2024-06-03 20:33:00+00:00;3,237;0,024;20,22;71,882;278700;39598700;36984100;33343100;2095100;1997000;1951400;282900;328400;361000;fire;Tree26
2024-06-03 20:34:00+00:00;3,235;0,022;20,21;72,009;278100;39455700;36704500;33368600;2095100;2004400;1937500;284800;324300;361000;fire;Tree26
2024-06-03 20:35:00+00:00;3,234;0,022;20,18;71,862;276700;39706700;36859300;33343100;2101500;2022200;1945800;285300;329600;361800;fire;Tree26
2024-06-03 20:37:00+00:00;3,23;0,023;20,19;71,999;277800;40144500;36859300;33625400;2104800;2029700;1962600;285700;329000;364100;fire;Tree26
2024-06-03 20:38:00+00:00;3,23;0,024;20,18;72,216;277800;39960900;36921600;33470800;2108000;2022200;1959800;283400;325900;357200;fire;Tree26
2024-06-03 20:39:00+00:00;3,228;0,022;20,18;72,276;268400;38013900;34971100;31402000;1997000;1919800;1850800;274000;314200;349200;fire;Tree26
2024-06-03 20:41:00+00:00;3,228;0,023;20,18;72,329;267600;37816500;34665900;31289500;2004400;1921200;1853300;273400;319800;351400;fire;Tree26
2024-06-03 20:42:00+00:00;3,224;0,022;20,12;71,89;270600;38687100;35569000;32023400;2035700;1955500;1899800;278300;320400;353500;fire;Tree26
2024-06-03 20:43:00+00:00;3,223;0,023;20,08;72,266;273400;39243100;36398700;32866500;2068100;1982500;1923900;280800;326500;359500;fire;Tree26
2024-06-03 20:44:00+00:00;3,222;0,024;20,01;72,162;275800;39634700;36368400;32940900;2095100;2007300;1940300;280100;321900;353500;fire;Tree26
2024-06-03 20:46:00+00:00;3,218;0,024;19,93;72,273;274300;39349100;35949500;32891300;2065000;1986900;1923900;280800;326200;359900;fire;Tree26
2024-06-03 20:47:00+00:00;3,217;0,023;19,85;72,453;271400;39032700;35424800;32070400;2014700;1941600;1860900;272100;310200;338800;fire;Tree26
2024-06-03 20:48:00+00:00;3,214;0,023;19,77;72,76;260800;36127800;32916100;29634100;1899800;1826100;1757900;264100;302700;332500;fire;Tree26
2024-06-03 20:50:00+00:00;3,212;0,023;19,71;73,161;263100;37204600;33729200;30145300;1929300;1823600;1768100;263300;296400;319200;fire;Tree26
2024-06-03 20:51:00+00:00;3,211;0,023;19,68;73,362;247600;33965200;30957000;27734200;1794900;1710500;1644600;248500;288900;316500;fire;Tree26
2024-06-03 20:52:00+00:00;3,209;0,023;19,64;73,474;248500;34204500;31155600;28090800;1826100;1738900;1671800;255600;294400;326500;fire;Tree26
2024-06-03 20:53:00+00:00;3,207;0,023;19,6;73,448;250900;34420100;31311900;27663900;1783100;1696700;1630800;248100;286500;315600;fire;Tree26
2024-06-03 20:55:00+00:00;3,206;0,023;19,57;73,628;243500;32621200;29714800;26538100;1712700;1635700;1564500;246700;284100;313000;fire;Tree26
2024-06-03 20:56:00+00:00;3,203;0,023;19,52;72,52;241600;32669900;29938700;26831500;1733300;1641600;1569000;240600;276300;304100;fire;Tree26
2024-06-03 20:57:00+00:00;3,2;0,022;19,51;70,874;237600;31492500;29296300;26635200;1709500;1651600;1585400;245500;287400;316500;fire;Tree26
2024-06-03 20:58:00+00:00;3,2;0,023;19,49;69,296;239400;32379400;30103800;27266900;1737800;1650600;1584500;240300;276000;307600;fire;Tree26
2024-06-03 21:00:00+00:00;3,199;0,023;19,48;67,397;237600;32355400;29918200;27215900;1727900;1646600;1599300;244100;282200;315900;fire;Tree26
2024-06-03 21:01:00+00:00;3,195;0,023;19,46;65,806;243000;32891300;30957000;28163300;1767000;1691500;1633800;244900;282400;314200;fire;Tree26
2024-06-03 21:02:00+00:00;3,194;0,024;19,46;63,954;241800;33140800;31022900;28217800;1773900;1699900;1649600;244200;282000;310700;fire;Tree26
2024-06-03 21:04:00+00:00;3,192;0,023;19,45;63,046;235900;31953100;29534000;26947300;1709500;1622100;1564500;237300;277600;305700;fire;Tree26
2024-06-03 21:05:00+00:00;3,191;0,022;19,45;61,564;237800;32379400;30588500;27751800;1747800;1674900;1616400;240400;277200;309000;fire;Tree26
2024-06-03 21:07:00+00:00;3,187;0,022;19,41;61,626;243900;33368600;31244800;28401300;1775000;1695700;1634800;243500;282700;314200;fire;Tree26
2024-06-03 21:09:00+00:00;3,186;0,024;19,38;62,359;240900;32743400;30545700;27929200;1762400;1692500;1629900;242500;280800;307400;fire;Tree26
2024-06-03 21:10:00+00:00;3,182;0,023;19,37;63,389;238800;32283700;30021000;27455300;1744400;1659600;1612500;242800;282000;312100;fire;Tree26
2024-06-03 21:11:00+00:00;3,182;0,023;19,36;64,261;243500;33090600;31067000;28272600;1771600;1684200;1628900;239100;274000;304900;fire;Tree26
2024-06-03 21:13:00+00:00;3,177;0,023;19,36;65,249;239400;31929800;30187000;27646400;1740000;1661600;1618300;243200;281700;313000;fire;Tree26
2024-06-03 21:14:00+00:00;3,177;0,023;19,36;66,189;243500;33115700;30935000;28364400;1783100;1714800;1659600;247200;286200;320400;fire;Tree26
2024-06-03 21:15:00+00:00;3,176;0,022;19,36;66,57;243000;33090600;30913200;28036700;1775000;1706300;1646600;246300;284600;312700;fire;Tree26
2024-06-03 21:19:00+00:00;3,171;0,023;19,32;66,682;237800;32283700;29836500;27420900;1732200;1651600;1579000;238100;272100;296700;fire;Tree26
2024-06-03 21:20:00+00:00;3,169;0,022;19,32;64,052;233800;31698100;29414700;26831500;1702000;1621200;1569900;239900;279700;304900;fire;Tree26
2024-06-03 22:31:00+00:00;3,07;0,022;18,75;61,161;318600;53302900;49979700;44841600;2637400;2537000;2452600;324000;364900;408700;air;Tree26
2024-06-03 22:32:00+00:00;3,07;0,022;18,69;61,441;317100;52565400;49164200;43939600;2599800;2481600;2409400;316800;359500;400700;air;Tree26
2024-06-03 22:33:00+00:00;3,066;0,022;18,65;61,805;311900;51817300;47524200;43763600;2568000;2459300;2392500;316500;359500;405000;air;Tree26
2024-06-03 22:34:00+00:00;3,064;0,021;18,62;61,95;313600;51909700;47472600;43458800;2539300;2448200;2359400;312400;356900;395400;air;Tree26
2024-06-03 22:36:00+00:00;3,061;0,02;18,59;61,898;309000;50470500;46413500;42652700;2520600;2413600;2357400;311900;355000;397500;air;Tree26
2024-06-03 22:37:00+00:00;3,061;0,021;18,59;62,102;311600;51511800;47012900;43545500;2541700;2474900;2392500;316800;360600;404500;air;Tree26
2024-06-03 22:38:00+00:00;3,061;0,022;18,6;62,486;309300;50412300;46119600;42240400;2509000;2411500;2327200;308800;349900;392000;air;Tree26
2024-06-03 22:39:00+00:00;3,06;0,022;18,6;62,927;306000;49922600;45685600;42158800;2502100;2398800;2327200;310700;355400;396300;air;Tree26
2024-06-03 22:41:00+00:00;3,056;0,021;18,61;63,218;307600;50065600;46119600;42404300;2504400;2403000;2333200;309900;351000;391100;air;Tree26
2024-06-03 22:42:00+00:00;3,055;0,022;18,63;63,898;303800;49330800;44933800;41716100;2479400;2363500;2290100;307100;348100;391500;air;Tree26
2024-06-03 22:43:00+00:00;3,052;0,02;18,65;64;303300;47941400;44521700;41127000;2420000;2353300;2271100;303500;342200;380000;air;Tree26
2024-06-03 22:45:00+00:00;3,051;0,021;18,64;63,846;299000;46911900;43676100;40479300;2390400;2305600;2254200;302500;345000;388000;air;Tree26
2024-06-03 22:46:00+00:00;3,05;0,021;18,61;63,725;304300;47836400;44612600;41557300;2426500;2371700;2309500;308200;352100;394300;air;Tree26
2024-06-03 22:47:00+00:00;3,048;0,022;18,59;63,605;306500;49639000;45166000;41835900;2490700;2396700;2329200;310700;353500;395600;air;Tree26
2024-06-03 22:48:00+00:00;3,046;0,022;18,56;63,871;306500;49894100;45590200;42281200;2461500;2396700;2341200;310200;350600;392200;air;Tree26
2024-06-03 22:50:00+00:00;3,046;0,021;18,54;63,881;306500;49498400;45259600;41916200;2497500;2415800;2329200;311000;354600;395600;air;Tree26
2024-06-03 22:51:00+00:00;3,043;0,021;18,53;63,538;307600;49837200;45637800;42363200;2465900;2407200;2335200;308500;351000;392900;air;Tree26
2024-06-03 22:52:00+00:00;3,041;0,022;18,54;63,361;308800;49951200;45925700;42569600;2544000;2428600;2369600;313300;356500;399800;air;Tree26
2024-06-03 22:54:00+00:00;3,04;0,022;18,56;63,008;310200;50470500;46462900;42652700;2529900;2430800;2353300;312100;355000;395600;air;Tree26
