_time,vcc,vpanel,tmp,hum,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9
2024-06-03 14:01:00+00:00,3.456,3.291,29.81,44.888,268000.0,42158800.0,39598700.0,36338200.0,2233900.0,2183900.0,2141100.0,277200.0,311600.0,340100.0
2024-06-03 14:02:00+00:00,3.455,3.327,29.91,44.62,264300.0,41956400.0,39278300.0,36068200.0,2228500.0,2163100.0,2124400.0,273600.0,309600.0,339100.0
2024-06-03 14:03:00+00:00,3.456,3.33,30.02,44.392,268000.0,41716100.0,38859100.0,35861000.0,2224800.0,2156300.0,2101500.0,274000.0,310200.0,337500.0
2024-06-03 14:04:00+00:00,3.456,3.33,30.09,44.12,268400.0,41755900.0,39102600.0,35979100.0,2210400.0,2170000.0,2099900.0,274300.0,308800.0,339100.0
2024-06-03 14:06:00+00:00,3.455,3.33,30.15,44.108,263100.0,41399800.0,38824600.0,35569000.0,2203300.0,2144500.0,2098300.0,272900.0,310200.0,336500.0
2024-06-03 14:08:00+00:00,3.458,3.332,30.2,43.485,267600.0,41165800.0,38721400.0,35685200.0,2237600.0,2144500.0,2112900.0,272900.0,309900.0,337800.0
2024-06-03 14:09:00+00:00,3.455,3.329,30.18,42.836,267200.0,41676300.0,39455700.0,36008700.0,2261700.0,2175200.0,2147800.0,275400.0,313000.0,339100.0
2024-06-03 14:11:00+00:00,3.459,3.332,30.22,44.031,268400.0,41321500.0,38859100.0,36187700.0,2206800.0,2182200.0,2098300.0,274000.0,306500.0,336100.0
2024-06-03 14:12:00+00:00,3.457,3.331,30.24,44.159,265500.0,41088400.0,38246800.0,35919900.0,2183900.0,2151200.0,2098300.0,271900.0,307900.0,335100.0
2024-06-03 14:13:00+00:00,3.455,3.332,30.16,44.236,264500.0,40819600.0,38415000.0,35511200.0,2189200.0,2131100.0,2085500.0,270300.0,307100.0,336100.0
2024-06-03 14:14:00+00:00,3.457,3.331,30.1,44.004,268000.0,41321500.0,38824600.0,35598000.0,2199700.0,2142800.0,2122800.0,272700.0,308800.0,338500.0
2024-06-03 14:16:00+00:00,3.458,3.333,30.11,44.141,262600.0,41321500.0,38381200.0,35569000.0,2198000.0,2149500.0,2098300.0,271400.0,306800.0,335800.0
2024-06-03 14:17:00+00:00,3.454,3.331,30.04,44.181,267400.0,41517800.0,38755700.0,35656100.0,2214000.0,2136100.0,2096700.0,272900.0,307900.0,338100.0
2024-06-03 14:18:00+00:00,3.458,3.333,29.98,44.231,264100.0,41049700.0,38652900.0,35627000.0,2214000.0,2146100.0,2108000.0,273800.0,309600.0,337800.0
2024-06-03 14:19:00+00:00,3.457,3.332,29.94,44.514,267800.0,41165800.0,38721400.0,35685200.0,2214000.0,2161400.0,2091900.0,273800.0,308500.0,337800.0
2024-06-03 14:21:00+00:00,3.456,3.331,29.95,44.416,263900.0,41360600.0,38687100.0,35743600.0,2208600.0,2139400.0,2112900.0,273800.0,308500.0,336800.0
2024-06-03 14:22:00+00:00,3.456,3.329,29.98,44.338,268400.0,40896000.0,38280300.0,35831600.0,2214000.0,2161400.0,2116200.0,273200.0,306500.0,336800.0
2024-06-03 14:23:00+00:00,3.458,3.332,29.92,44.42,264900.0,41243500.0,39032700.0,35831600.0,2221200.0,2163100.0,2116200.0,274500.0,309900.0,337100.0
2024-06-03 14:24:00+00:00,3.456,3.291,29.85,45.35,264300.0,41127000.0,38790100.0,35627000.0,2192700.0,2168300.0,2098300.0,271400.0,306500.0,336100.0
2024-06-03 14:26:00+00:00,3.456,3.331,29.76,45.54,263100.0,41049700.0,38146600.0,35396100.0,2194400.0,2141100.0,2085500.0,271200.0,307600.0,336100.0
2024-06-03 14:27:00+00:00,3.456,3.329,29.73,46.004,263100.0,40479300.0,38180000.0,35253300.0,2196200.0,2139400.0,2069700.0,270100.0,305200.0,333500.0
2024-06-03 14:28:00+00:00,3.457,3.329,29.76,45.546,262000.0,41011200.0,38448800.0,35511200.0,2192700.0,2127700.0,2087100.0,270600.0,307900.0,334500.0
2024-06-03 14:29:00+00:00,3.455,3.327,29.82,45.545,261800.0,41088400.0,38313900.0,35224900.0,2192700.0,2129400.0,2082300.0,269700.0,306000.0,334800.0
2024-06-03 14:31:00+00:00,3.457,3.305,29.85,45.823,265100.0,40592100.0,38113400.0,35196500.0,2183900.0,2117800.0,2080700.0,269100.0,305700.0,334800.0
2024-06-03 14:32:00+00:00,3.454,3.329,29.91,45.863,264300.0,40218400.0,37914900.0,35168200.0,2173500.0,2114600.0,2060300.0,269300.0,304300.0,331200.0
2024-06-03 14:33:00+00:00,3.455,3.333,29.93,45.131,259800.0,40255500.0,37816500.0,34971100.0,2173500.0,2111300.0,2063400.0,270100.0,304900.0,336500.0
2024-06-03 14:34:00+00:00,3.456,3.318,29.9,45.372,262200.0,40667700.0,37947800.0,35111700.0,2182200.0,2131100.0,2088700.0,270600.0,306800.0,334800.0
2024-06-03 14:36:00+00:00,3.457,3.331,29.83,45.62,261600.0,41049700.0,38280300.0,35281800.0,2183900.0,2132700.0,2085500.0,268900.0,304900.0,335500.0
2024-06-03 14:38:00+00:00,3.455,3.336,29.84,45.632,261000.0,40554400.0,38113400.0,35196500.0,2180400.0,2112900.0,2074400.0,270100.0,304300.0,335100.0
2024-06-03 14:39:00+00:00,3.457,3.336,29.87,45.81,260600.0,40255500.0,37718500.0,35111700.0,2178700.0,2112900.0,2068100.0,268400.0,303300.0,334800.0
2024-06-03 14:42:00+00:00,3.457,3.336,29.83,45.183,265100.0,41478400.0,38824600.0,36068200.0,2224800.0,2154600.0,2101500.0,272300.0,309000.0,335500.0
2024-06-03 14:43:00+00:00,3.457,3.334,29.72,45.531,263100.0,41478400.0,38415000.0,35540100.0,2192700.0,2154600.0,2104800.0,272100.0,309000.0,336100.0
2024-06-03 14:44:00+00:00,3.457,3.333,29.63,45.929,264300.0,40972800.0,38652900.0,35743600.0,2208600.0,2149500.0,2104800.0,273200.0,306800.0,336800.0
