_time,vcc,vpanel,tmp,hum,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9
2024-06-03 14:01:00+00:00,3.457,3.708,31.5,39.696,365700.0,73968300.0,72076900.0,71080200.0,4292300.0,4258900.0,4225900.0,386400.0,410900.0,428400.0
2024-06-03 14:02:00+00:00,3.451,3.323,31.61,38.605,365300.0,74282700.0,71839900.0,70054500.0,4222600.0,4232400.0,4209600.0,384700.0,409100.0,428900.0
2024-06-03 14:03:00+00:00,3.451,3.325,31.77,38.6,365300.0,73532600.0,71254100.0,70167000.0,4219400.0,4209600.0,4229200.0,386700.0,406900.0,424400.0
2024-06-03 14:05:00+00:00,3.452,3.323,31.8,38.403,367200.0,73905800.0,71487300.0,69886400.0,4193400.0,4203100.0,4196700.0,384900.0,406200.0,424900.0
2024-06-03 14:06:00+00:00,3.453,3.325,31.89,38.367,362200.0,73285900.0,71022400.0,69057900.0,4183800.0,4187000.0,4155200.0,383200.0,403300.0,425200.0
2024-06-03 14:07:00+00:00,3.45,3.322,31.9,38.539,359100.0,72315500.0,69886400.0,69998300.0,4167800.0,4174200.0,4177400.0,383000.0,407900.0,422800.0
2024-06-03 14:08:00+00:00,3.452,3.324,31.8,38.086,364100.0,72858200.0,70393100.0,69719100.0,4171000.0,4161500.0,4158300.0,386200.0,404500.0,424100.0
2024-06-03 14:10:00+00:00,3.451,3.323,31.91,37.651,366400.0,73843300.0,71545800.0,69942300.0,4190200.0,4199900.0,4164700.0,382300.0,407200.0,422800.0
2024-06-03 14:11:00+00:00,3.452,3.325,31.97,38.442,364900.0,72495500.0,69886400.0,69167200.0,4177400.0,4171000.0,4164700.0,382100.0,403100.0,423100.0
2024-06-03 14:12:00+00:00,3.454,3.326,31.91,38.562,356500.0,72555700.0,69830500.0,68894600.0,4148800.0,4136300.0,4120700.0,381500.0,404100.0,422600.0
2024-06-03 14:14:00+00:00,3.451,3.327,31.78,38.699,357600.0,72375400.0,70223400.0,68462700.0,4136300.0,4148800.0,4133100.0,379800.0,401200.0,418900.0
2024-06-03 14:15:00+00:00,3.453,3.326,31.8,38.613,359500.0,72736900.0,70223400.0,68089300.0,4145700.0,4139400.0,4099000.0,379800.0,402400.0,419500.0
2024-06-03 14:16:00+00:00,3.452,3.327,31.7,38.584,358000.0,72315500.0,70223400.0,68516400.0,4145700.0,4102100.0,4108300.0,380800.0,403100.0,421000.0
2024-06-03 14:17:00+00:00,3.454,3.328,31.62,39.025,358000.0,71722000.0,70393100.0,67983400.0,4120700.0,4108300.0,4114500.0,381000.0,401200.0,418400.0
2024-06-03 14:20:00+00:00,3.454,3.329,31.54,39.057,359900.0,72979900.0,70336400.0,68840300.0,4155200.0,4133100.0,4120700.0,381000.0,402900.0,422000.0
2024-06-03 14:21:00+00:00,3.454,3.327,31.58,38.997,367200.0,72736900.0,70110700.0,69386900.0,4152000.0,4139400.0,4148800.0,380600.0,403600.0,421500.0
2024-06-03 14:22:00+00:00,3.451,3.323,31.54,39.12,361000.0,72858200.0,70449800.0,69442100.0,4161500.0,4145700.0,4142600.0,383200.0,403600.0,421000.0
2024-06-03 14:24:00+00:00,3.452,3.325,31.48,39.878,359900.0,72375400.0,69942300.0,69003400.0,4142600.0,4120700.0,4114500.0,381300.0,402900.0,422300.0
2024-06-03 14:25:00+00:00,3.454,3.328,31.38,40.251,358700.0,71487300.0,70054500.0,68516400.0,4139400.0,4114500.0,4071500.0,365700.0,402600.0,421500.0
2024-06-03 14:26:00+00:00,3.453,3.326,31.35,40.713,357600.0,71370500.0,69276900.0,67877700.0,4053400.0,4050400.0,4026500.0,378900.0,399600.0,419500.0
2024-06-03 14:27:00+00:00,3.452,3.326,31.39,40.698,355000.0,71022400.0,68462700.0,67877700.0,4059400.0,4053400.0,4065500.0,377500.0,400000.0,416900.0
2024-06-03 14:29:00+00:00,3.453,3.325,31.5,40.555,355400.0,71254100.0,68462700.0,66839300.0,4065500.0,4041400.0,4008800.0,377900.0,396800.0,416900.0
2024-06-03 14:30:00+00:00,3.454,3.326,31.58,40.303,360300.0,70849700.0,69057900.0,66839300.0,4062400.0,4035400.0,4002900.0,376200.0,397700.0,417700.0
2024-06-03 14:31:00+00:00,3.452,3.326,31.67,40.32,353500.0,70279800.0,67877700.0,66584700.0,4017600.0,4038400.0,3997000.0,366400.0,396300.0,415400.0
2024-06-03 14:32:00+00:00,3.452,3.327,31.69,40.211,351000.0,69774800.0,67458500.0,65881800.0,4005800.0,4011700.0,3985400.0,364900.0,394000.0,412600.0
2024-06-03 14:34:00+00:00,3.453,3.326,31.65,40.031,351000.0,70110700.0,67825000.0,66181200.0,4002900.0,4023500.0,3988300.0,375600.0,396500.0,412900.0
2024-06-03 14:35:00+00:00,3.453,3.325,31.57,39.667,353900.0,70735000.0,68195600.0,67095900.0,4044400.0,4032400.0,4005800.0,376000.0,397700.0,413600.0
2024-06-03 14:36:00+00:00,3.453,3.328,31.52,40.47,352400.0,70054500.0,67719900.0,66231400.0,4017600.0,4000000.0,3997000.0,365700.0,396800.0,413900.0
2024-06-03 14:38:00+00:00,3.453,3.331,31.55,40.247,352400.0,70336400.0,68036300.0,66432800.0,4038400.0,4017600.0,4020600.0,367200.0,395200.0,415900.0
2024-06-03 14:39:00+00:00,3.454,3.327,31.55,40.488,352800.0,70677800.0,68089300.0,66737200.0,4032400.0,3985400.0,3985400.0,376400.0,397000.0,415400.0
2024-06-03 14:40:00+00:00,3.456,3.332,31.54,39.929,353500.0,70964800.0,68462700.0,67199100.0,4065500.0,4041400.0,4017600.0,376800.0,398400.0,418200.0
2024-06-03 14:41:00+00:00,3.455,3.331,31.49,38.884,358400.0,72375400.0,69998300.0,68195600.0,4145700.0,4108300.0,4089800.0,379600.0,402100.0,423400.0
2024-06-03 14:43:00+00:00,3.455,3.33,31.37,40.295,358700.0,72136400.0,69386900.0,68570200.0,4096000.0,4099000.0,4089800.0,378900.0,399800.0,418900.0
2024-06-03 14:44:00+00:00,3.457,3.333,31.26,40.313,356100.0,72375400.0,69057900.0,68409100.0,4130000.0,4102100.0,4080600.0,378100.0,397900.0,416400.0
2024-06-03 14:45:00+00:00,3.456,3.331,31.22,40.89,357200.0,71545800.0,69222000.0,68302200.0,4083700.0,4056400.0,4071500.0,381300.0,401400.0,417700.0
2024-06-03 14:46:00+00:00,3.459,3.354,31.16,40.726,357600.0,71196000.0,69112500.0,68142400.0,4065500.0,4092900.0,4056400.0,381000.0,405300.0,421000.0
2024-06-03 14:48:00+00:00,3.455,3.334,31.11,40.9,359100.0,72555700.0,69442100.0,68089300.0,4105200.0,4092900.0,4068500.0,382300.0,403300.0,421800.0
2024-06-03 14:49:00+00:00,3.458,3.341,31.09,41.535,356500.0,71958200.0,69497300.0,67719900.0,4077600.0,4050400.0,4086800.0,365700.0,397900.0,414900.0
2024-06-03 14:50:00+00:00,3.458,3.344,30.95,42.079,356500.0,71196000.0,69497300.0,67719900.0,4077600.0,4065500.0,4041400.0,378300.0,403600.0,416600.0
2024-06-03 14:51:00+00:00,3.457,3.333,30.79,42.28,357200.0,71545800.0,68786100.0,67354500.0,4074600.0,4047400.0,4023500.0,376000.0,403600.0,415100.0
2024-06-03 14:53:00+00:00,3.458,3.334,30.72,42.365,361000.0,72196000.0,69222000.0,68089300.0,4105200.0,4059400.0,4026500.0,375400.0,399100.0,417400.0
2024-06-03 14:54:00+00:00,3.456,3.332,30.71,41.674,360600.0,71899000.0,70110700.0,68462700.0,4111400.0,4083700.0,4062400.0,380800.0,401200.0,423100.0
2024-06-03 14:55:00+00:00,3.457,3.331,30.68,42.576,360300.0,72616000.0,69276900.0,68355600.0,4102100.0,4071500.0,4059400.0,377900.0,400300.0,417900.0
2024-06-03 14:57:00+00:00,3.457,3.33,30.61,42.924,360300.0,72017500.0,69497300.0,68302200.0,4102100.0,4080600.0,4053400.0,376000.0,398400.0,417700.0
2024-06-03 14:58:00+00:00,3.456,3.329,30.67,42.721,358700.0,71312200.0,69222000.0,67930500.0,4077600.0,4053400.0,4017600.0,376000.0,399800.0,417100.0
2024-06-03 14:59:00+00:00,3.454,3.327,30.6,43.029,358400.0,71604400.0,68840300.0,67825000.0,4089800.0,4062400.0,4047400.0,376600.0,399800.0,417400.0
2024-06-03 15:00:00+00:00,3.456,3.327,30.62,43.18,359500.0,71780900.0,68948900.0,67667500.0,4102100.0,4080600.0,4068500.0,378300.0,400300.0,419500.0
2024-06-03 15:02:00+00:00,3.453,3.326,30.67,43.407,358700.0,71663200.0,68732000.0,67458500.0,4083700.0,4059400.0,4029500.0,375400.0,398200.0,416100.0
