_time,vcc,vpanel,tmp,hum,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9
2024-06-03 14:01:00+00:00,3.463,3.376,30.77,40.601,353900.0,68142400.0,64567400.0,62444900.0,3864100.0,3823500.0,3783800.0,355400.0,384300.0,401700.0
2024-06-03 14:02:00+00:00,3.464,3.377,30.92,39.968,349600.0,66635400.0,63906300.0,61651900.0,3837000.0,3807500.0,3760300.0,352400.0,381000.0,399800.0
2024-06-03 14:03:00+00:00,3.463,3.376,31.12,39.914,347400.0,65486800.0,63534600.0,61134300.0,3815500.0,3799600.0,3739700.0,350600.0,378900.0,397000.0
2024-06-03 14:05:00+00:00,3.461,3.377,31.22,39.419,345300.0,65048100.0,62985100.0,60541300.0,3781200.0,3716800.0,3691700.0,348800.0,376200.0,395200.0
2024-06-03 14:06:00+00:00,3.463,3.377,31.31,39.44,345300.0,64951400.0,62985100.0,60332300.0,3742300.0,3727000.0,3662000.0,345300.0,365700.0,391500.0
2024-06-03 14:07:00+00:00,3.462,3.375,31.29,39.795,341200.0,63627100.0,62355800.0,60667400.0,3796900.0,3755200.0,3762900.0,349600.0,378500.0,397500.0
2024-06-03 14:08:00+00:00,3.463,3.375,31.07,39.484,345000.0,64903100.0,63442400.0,60751700.0,3773300.0,3729500.0,3679300.0,348500.0,376800.0,395200.0
2024-06-03 14:10:00+00:00,3.464,3.376,31.18,38.973,346400.0,64855000.0,63212900.0,61521700.0,3864100.0,3818200.0,3775900.0,351400.0,378100.0,397500.0
2024-06-03 14:11:00+00:00,3.464,3.378,31.23,39.935,344600.0,65145100.0,63488400.0,61006200.0,3796900.0,3739700.0,3719400.0,347800.0,375800.0,392000.0
2024-06-03 14:12:00+00:00,3.462,3.375,31.21,40.007,341200.0,63442400.0,61826400.0,59754700.0,3757700.0,3689200.0,3649800.0,343600.0,365700.0,392200.0
2024-06-03 14:13:00+00:00,3.463,3.376,31.09,40.105,341500.0,63442400.0,62001800.0,59591700.0,3689200.0,3654600.0,3623100.0,345000.0,365700.0,391800.0
2024-06-03 14:15:00+00:00,3.463,3.378,31.09,39.92,340500.0,64188000.0,61957900.0,59429600.0,3727000.0,3696700.0,3654600.0,346000.0,366400.0,392200.0
2024-06-03 14:16:00+00:00,3.464,3.377,31.0,40.001,341900.0,64093800.0,62178300.0,60166100.0,3783800.0,3716800.0,3714300.0,347400.0,376400.0,393800.0
2024-06-03 14:17:00+00:00,3.465,3.379,30.88,40.549,348100.0,64855000.0,62939700.0,60878700.0,3789000.0,3742300.0,3699200.0,347800.0,378700.0,395600.0
2024-06-03 14:18:00+00:00,3.464,3.377,30.74,40.509,342900.0,65145100.0,62668800.0,60457500.0,3786400.0,3727000.0,3689200.0,348500.0,377700.0,395900.0
2024-06-03 14:20:00+00:00,3.464,3.378,30.76,40.739,345700.0,65634400.0,63627100.0,61219900.0,3818200.0,3781200.0,3724400.0,349900.0,378500.0,398200.0
2024-06-03 14:21:00+00:00,3.464,3.378,30.81,40.58,347800.0,66081100.0,63167200.0,61521700.0,3861400.0,3802200.0,3765500.0,353200.0,381000.0,397700.0
2024-06-03 14:22:00+00:00,3.465,3.376,30.77,40.775,345700.0,66031200.0,63488400.0,61957900.0,3866800.0,3812800.0,3778500.0,352800.0,382800.0,401000.0
2024-06-03 14:23:00+00:00,3.465,3.378,30.67,40.715,347400.0,66788200.0,63766400.0,62134100.0,3864100.0,3820800.0,3770700.0,351400.0,381000.0,396500.0
2024-06-03 14:25:00+00:00,3.465,3.378,30.58,41.979,348100.0,65881800.0,63488400.0,61134300.0,3845100.0,3770700.0,3711800.0,351000.0,378100.0,399600.0
2024-06-03 14:26:00+00:00,3.465,3.376,30.52,42.094,347800.0,65981300.0,63627100.0,61262900.0,3850500.0,3807500.0,3775900.0,352400.0,377900.0,397700.0
2024-06-03 14:27:00+00:00,3.464,3.376,30.54,42.327,347400.0,66031200.0,63719900.0,61348900.0,3877800.0,3820800.0,3781200.0,354300.0,380200.0,400000.0
2024-06-03 14:28:00+00:00,3.463,3.376,30.64,41.817,346700.0,65931500.0,63304500.0,60709500.0,3828900.0,3770700.0,3729500.0,349900.0,378500.0,399300.0
2024-06-03 14:30:00+00:00,3.463,3.376,30.77,41.379,345700.0,65881800.0,62894400.0,60625300.0,3796900.0,3739700.0,3701700.0,348800.0,378100.0,396300.0
2024-06-03 14:31:00+00:00,3.463,3.375,30.85,41.933,344300.0,64855000.0,62849100.0,60541300.0,3783800.0,3729500.0,3699200.0,349200.0,378900.0,395200.0
2024-06-03 14:32:00+00:00,3.462,3.376,30.91,41.874,343200.0,64615200.0,62400300.0,60667400.0,3770700.0,3716800.0,3679300.0,348800.0,376200.0,396300.0
2024-06-03 14:33:00+00:00,3.463,3.379,30.87,40.979,343900.0,65437800.0,62985100.0,61091500.0,3810200.0,3794300.0,3727000.0,348800.0,379600.0,397500.0
2024-06-03 14:35:00+00:00,3.463,3.379,30.79,41.103,345300.0,65145100.0,62894400.0,60921200.0,3812800.0,3768100.0,3729500.0,352100.0,379800.0,398200.0
2024-06-03 14:36:00+00:00,3.464,3.378,30.68,41.92,347400.0,65634400.0,63076000.0,60751700.0,3804900.0,3755200.0,3711800.0,350300.0,379600.0,394300.0
2024-06-03 14:37:00+00:00,3.464,3.376,30.76,41.449,343600.0,65291100.0,62804000.0,60836300.0,3794300.0,3727000.0,3684200.0,348500.0,367200.0,393800.0
2024-06-03 14:38:00+00:00,3.464,3.378,30.78,41.708,346000.0,65193700.0,62579100.0,60667400.0,3755200.0,3709300.0,3669400.0,346400.0,376000.0,394700.0
2024-06-03 14:40:00+00:00,3.463,3.378,30.81,41.516,341900.0,64951400.0,62489600.0,60625300.0,3791700.0,3752600.0,3701700.0,348500.0,378100.0,395200.0
2024-06-03 14:41:00+00:00,3.466,3.38,30.77,40.293,345000.0,66131100.0,63442400.0,61695400.0,3861400.0,3812800.0,3768100.0,353500.0,382500.0,401900.0
2024-06-03 14:42:00+00:00,3.463,3.378,30.65,41.404,349900.0,66993000.0,63813000.0,61565000.0,3858600.0,3786400.0,3747400.0,352400.0,381500.0,399800.0
